stock_name,stock_code,address1,address2,city,zip,phone,website,industry,sector,fullTimeEmployees
EURO HOLDINGS BERHAD,7208,Wisma Euro,Lot 21 Jalan RP3 Rawang Industrial Estate,Rawang,48000,60360926666,https://www.euroholdings.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
EUROSPAN HOLDINGS BERHAD,7094,1168 Kampung Teluk,Sungai Dua Kawasan Perusahaan Sungai Lokan,Butterworth,13800,6043563727,https://www.eurospan.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
EVD BERHAD,0174,"No. 5, Jalan Kajibumi U1/70",Kawasan Perindustrian Temasya,Shah Alam,40150,60351914390,https://www.evd-berhad.com,Software - Application,Technology,
EVERGREEN FIBREBOARD BERHAD,5101,Parit Raja Industrial Estate,PLO 22 Parit Raja,Batu Pahat,86400,6074541933,https://evergreengroup.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2056.0
EVERSAFE RUBBER BERHAD,0190,Lebuh Portland,Lot 94 Tasek Industrial Estate,Ipoh,31400,6052910599,https://www.eversafe.com.my,Auto Parts,Consumer Cyclical,
EVERSENDAI CORPORATION BERHAD,5205,Jalan Industri 3/6,Lot 19956 Rawang Integrated Industrial Park,Rawang,48000,60360912575,https://www.eversendai.com,Engineering & Construction,Industrials,
EWEIN BERHAD,7249,Menara IJM Land,"Suite 1-01-02 No. 1, Lebuh Tunku Kudin 3",Gelugor,11700,6042910036,https://www.eweinberhad.com,Real Estate - Development,Real Estate,
EXCEL FORCE MSC BERHAD,0065,MYEG Tower,"Level 31 Empire City No. 8, Jalan Damansara, PJU 8",Petaling Jaya,47820,60377352288,https://www.excelforce.com.my,Software - Application,Technology,
FACB INDUSTRIES INCORPORATED BERHAD,2984,Etiqa Twins,"Level 13, Tower 1 11 Jalan Pinang",Kuala Lumpur,50450,60321620060,https://www.facbi.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
FAJARBARU BUILDER GROUP BHD,7047,"No. 61 & 63, Jalan SS6/12",Kelana Jaya,Petaling Jaya,47301,60378049698,https://fajarbaru.com.my,Engineering & Construction,Industrials,
FAR EAST HOLDINGS BERHAD,5029,Menara Zenith,Level 23 Jalan Putra Square 6,Kuantan,25200,6095141936,https://fehb.com.my,Farm Products,Consumer Defensive,948.0
FARLIM GROUP (MALAYSIA) BHD,6041,"No. 1, Lintang Angsana",Bandar Baru,Ayer Itam,11500,6048298899,https://www.farlim.com.my,Real Estate - Diversified,Real Estate,59.0
FARM FRESH BERHAD,5306,"No.11-1, Jalan Petaling",Kawasan Perindustrian Larkin,Johor Bahru,80350,6072323463,https://www.farmfresh.com.my,Packaged Foods,Consumer Defensive,
FAST ENERGY HOLDINGS BERHAD,0084,"No. 1, Jalan Dutamas 1",B2-1-12 Solaris Dutamas,Kuala Lumpur,50480,60364136680,https://fastenergy.com.my,Tools & Accessories,Industrials,18.0
FAVELLE FAVCO BERHAD,7229,"Lot 586, 2nd Mile",Jalan Batu Tiga Lama,Klang,41300,60333495465,https://www.favellefavco.com,Farm & Heavy Construction Machinery,Industrials,439.0
FCW HOLDINGS BERHAD,2755,Menara JKG,"29th Floor No.282, Jalan Raja Laut",Kuala Lumpur,50350,60327758199,https://www.fcw.com.my,Household & Personal Products,Consumer Defensive,
FEDERAL INTERNATIONAL HOLDINGS BERHAD,8605,Menara Choy Fook On,"Level P1 No. 1B, Jalan Yong Shook Lin Section 7",Petaling Jaya,46050,60379559937,https://www.fihb.my,Residential Construction,Consumer Cyclical,
FGV HOLDINGS BERHAD,5222,Wisma FGV,Level 21 Jalan Raja Laut,Kuala Lumpur,50350,60327890000,https://www.fgvholdings.com,Farm Products,Consumer Defensive,16812.0
FIAMMA HOLDINGS BERHAD,6939,Wisma Fiamma,"No. 20, Jalan 7A/62A Bandar Manjalara",Kuala Lumpur,52200,60362798888,https://www.fiamma.com.my,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
FIBON BERHAD,0149,"12A, Jalan 20",Taman Sri Kluang,Kluang,86000,6077736918,https://www.fibon.com.my,Electrical Equipment & Parts,Industrials,
FIBROMAT (M) BERHAD,03026,,,,,,,,,
FIMA CORPORATION BERHAD,3107,"Plaza Damansara, Block C","Suite 4.1, Level 4 No.45 Jalan Medan Setia 1 Bukit Damansara",Kuala Lumpur,50490,60320921211,https://www.fimacorp.com,Specialty Business Services,Industrials,1176.0
FINTEC GLOBAL BERHAD,0150,Menara Lien Hoe,"Lot 13.1, Level 13 No. 8, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60376226988,https://www.fintec.global,Asset Management,Financial Services,
FITTERS DIVERSIFIED BERHAD,9318,"No. 1, Jalan Tembaga SD 5/2",Bandar Sri Damansara,Kuala Lumpur,52200,60362767155,https://www.fittersgroup.com,Conglomerates,Industrials,
FLEXIDYNAMIC HOLDINGS BERHAD,0231,"A-3A-28, IOI Boulevard",Jalan Kenari 5 Bandar Puchong Jaya,Puchong,47170,60380791878,https://www.flexidynamic.com,Specialty Industrial Machinery,Industrials,75.0
FM GLOBAL LOGISTICS HOLDINGS BERHAD,7210,Lebuh Sultan Mohamed 1,Lot 37 Kawasan Perindustrian Bandar Sultan Sule,Port Klang,42000,60331761111,https://www.fmgloballogistics.com,Integrated Freight & Logistics,Industrials,
FOCUS DYNAMICS GROUP BERHAD,0116,"Lot 12.1, Menara Lien Hoe","12th Floor No. 8, Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60378037333,https://www.focusdynamics.com.my,Restaurants,Consumer Cyclical,
FOCUS LUMBER BERHAD,5197,Mile 3,Jalan Masak Kampung Ulu Patikang Locked Bag 13SM-88,Keningau,89009,6087335457,https://www.focuslumber.com.my,Lumber & Wood Production,Basic Materials,557.0
FOCUS POINT HOLDINGS BERHAD,0157,"Unit 1, 3, 5 & 7, Jalan PJU 1/37",Dataran Prima,Petaling Jaya,47301,60378805520,https://www.focus-point.com.my,Medical Instruments & Supplies,Healthcare,569.0
FORMOSA PROSONIC INDUSTRIES BERHAD,9172,Taiwanese Industrial Park,"2, Jalan Sultan Mohamed 1 Bandar Sultan Suleiman",Port Klang,42000,60331762700,https://www.fp-group.com,Consumer Electronics,Technology,2672.0
FOUNDPAC GROUP BERHAD,5277,"Plot 35, Hilir Sungai Keluang 2",Bayan Lepas Industrial Estate Non-Free Industrial Zone Phase IV,Bayan Lepas,11900,6046309336,https://www.foundpac.com,Semiconductor Equipment & Materials,Technology,
FRASER & NEAVE HOLDINGS BHD,3689,"No. 1, Jalan Bukit Belimbing 26/38",Persiaran Kuala Selangor Seksyen 26,Shah Alam,40400,60351014288,https://www.fn.com.my,Beverages - Non-Alcoholic,Consumer Defensive,2472.0
FRONTKEN CORPORATION BERHAD,0128,Pusat Dagangan Phileo Damansara 1,"Suite 301, Block F No. 9, Jalan 16/11 Off Jalan Damansara",Petaling Jaya,46350,60379683312,https://frontken.com,Specialty Business Services,Industrials,
FSBM HOLDINGS BERHAD,9377,"A-2-6, Glomac Damansara","No. 699, Jalan Damansara",Kuala Lumpur,6000,60379322313,https://www.fsbm.com.my,Electronics & Computer Distribution,Technology,
FTSE BURSA MALAYSIA KLCI ETF,0820EA,,,,,,,,,
G CAPITAL BERHAD,7676,Pusat Komersial Southgate,"D-5-10, Block D No 2 Jalan Dua, off Jalan Chan Sow Lin",Kuala Lumpur,55200,60392261222,https://www.gcapital.com.my,Railroads,Industrials,
G3 GLOBAL BERHAD,7184,Gamuda Walk,"L2-17 & L2-18, Level 2 Persiaran Anggerik Vanilla Seksyen 31, Kota Kemuning",Shah Alam,40460,60358858578,https://www.g3global.com.my,Communication Equipment,Technology,14.0
GABUNGAN AQRS BERHAD,5226,"G-58, Blok G","Jalan Teknologi 3/9 Bistari 'De' Kota Kota Damansara, PJU 5",Petaling Jaya,47810,60361418181,https://www.gbg.com.my,Engineering & Construction,Industrials,183.0
GADANG HOLDINGS BHD,9261,Wisma Gadang,"No. 52, Jalan Tago 2 Off Jalan Persiaran Utama Sri Damansara",Kuala Lumpur,52200,60362796288,https://www.gadang.com.my,Engineering & Construction,Industrials,575.0
GAGASAN NADI CERGAS BERHAD,0206,F-1 @ 8 Suria,33 Jalan PJU 1/42,Petaling Jaya,47301,60378873388,https://www.nadicergas.com,Real Estate - Development,Real Estate,132.0
GAMUDA BERHAD,5398,Menara Gamuda,"D-16-01, Block D, PJ Trade Centre No. 8, Jalan PJU8/8A Bandar Damansara Perdana",Petaling Jaya,47820,60374918288,https://gamuda.com.my,Engineering & Construction,Industrials,
GAS MALAYSIA BERHAD,5209,"No. 5, Jalan Serendah 26/17",Seksyen 26 Peti Surat 7901,Shah Alam,40732,60351923000,https://www.gasmalaysia.com,Utilities - Regulated Gas,Utilities,581.0
GDB HOLDINGS BERHAD,0198,Sekitar 26 Enterprise,"A-02-01, F-02-01 & F-02-02 Persiaran Hulu Selangor Seksyen 26",Shah Alam,40400,60351038162,https://www.gdbhb.com.my,Engineering & Construction,Industrials,115.0
GDEX BERHAD,0078,No. 19 Jalan Tandang,,Petaling Jaya,46050,60377872222,https://www.gdexpress.com,Integrated Freight & Logistics,Industrials,219.0
GENETEC TECHNOLOGY BERHAD,0104,Seksyen 10,"Lot 7, Jalan P10/11 Kawasan Perusahaan Bangi",Bandar Baru Bangi,43650,60389266388,https://www.genetec.net,Specialty Industrial Machinery,Industrials,345.0
GENTING BERHAD,3182,Wisma Genting,24th Floor Jalan Sultan Ismail,Kuala Lumpur,50250,60321782288,https://www.genting.com,Resorts & Casinos,Consumer Cyclical,
GENTING MALAYSIA BERHAD,4715,Wisma Genting,14th Floor Jalan Sultan Ismail,Kuala Lumpur,50250,60321782288,https://www.gentingmalaysia.com,Resorts & Casinos,Consumer Cyclical,
GENTING PLANTATIONS BERHAD,2291,Wisma Genting,10th Floor Jalan Sultan Ismail,Kuala Lumpur,50250,60321782255,https://www.gentingplantations.com,Farm Products,Consumer Defensive,
GEORGE KENT (MALAYSIA) BERHAD,3204,George Kent Technology Centre,"1115, Blok A Jalan Puchong Taman Meranti Jaya",Puchong,47120,60380648000,https://www.georgekent.net,Engineering & Construction,Industrials,225.0
GE-SHEN CORPORATION BERHAD,7197,Menara MBMR,Unit No. 13-05 & 13-07 Level 13 No. 1 Jalan Syed Putra Utara,Kuala Lumpur,58000,60327850975,https://www.gscorp.com.my,Metal Fabrication,Industrials,1046.0
GFM SERVICES BERHAD,0039,"A-3A-1, Melawati Corporate Centre",Jalan Bandar Melawati Taman Melawati,Kuala Lumpur,53100,60341010555,https://www.gfmservices.com.my,Specialty Business Services,Industrials,
GHL SYSTEMS BERHAD,0021,"C-G-15, Block C","Jalan Dataran SD1 Dataran SD, PJU 9 Bandar Sri Damansara",Kuala Lumpur,52200,60362863388,https://www.ghl.com,Information Technology Services,Technology,899.0
GIIB HOLDINGS BERHAD,7192,Nilai Industrial Estate,"Lot PT 1654 & PT 1657 UOA Business Park Jln Pengaturcara U1/51A, Kawasan Perindu",Nilai,71800,6067994833,https://www.giibworld.com,Auto Parts,Consumer Cyclical,
GLOBAL ORIENTAL BERHAD,1147,Persiaran Equine Perdana,"G1-08, Galleria 2 Taman Equine",Seri Kembangan,43300,60389417878,https://www.gob.com.my,Real Estate - Development,Real Estate,155.0
GLOBALTEC FORMATION BERHAD,5220,Menara Q Sentral,"Unit 23A-12 No. 2A, Jalan Stesen Sentral 2 Kuala Lumpur Sentral",Kuala Lumpur,50470,60322760195,https://www.globaltec.com.my,Auto Parts,Consumer Cyclical,
GLOBETRONICS TECHNOLOGY BERHAD,7022,Free Industrial Zone,Plot 2 Phase 4,Bayan Lepas,11900,6046444906,https://www.globetronics.com.my,Semiconductors,Technology,733.0
GLOMAC BERHAD,5020,Menara Glomac,Level 15 Glomac Damansara Jalan Damansara,Kuala Lumpur,60000,60377239000,https://www.glomac.com.my,Real Estate - Diversified,Real Estate,182.0
GOLDEN LAND BERHAD,7382,"A-09-03, Empire Tower",Empire Subang Jalan SS16/1,Subang Jaya,47500,60356118844,https://www.glbhd.com,Real Estate - Development,Real Estate,
GOLDEN PHAROS BERHAD,5649,"66-2, Taman Sri Intan",Jalan Sultan Omar,Kuala Terengganu,20300,6096301330,https://www.goldenpharos.com.my,Lumber & Wood Production,Basic Materials,298.0
GOPENG BERHAD,2135,"A-17-15, Menara UOA Bangsar","Level 17 No. 5, Jalan Bangsar Utama 1",Kuala Lumpur,59000,60322877577,https://www.gopeng.com.my,Farm Products,Consumer Defensive,
GPP RESOURCES BERHAD,03029,"No. 7, Jalan Sungai Tiram 1",,Ulu Tiram,81800,6072882202,https://www.gppresources.com,Solar,Technology,
GRAND CENTRAL ENTERPRISES BHD,5592,Hotel Grand Continental,10th Floor Jalan Belia/Jalan Raja Laut,Kuala Lumpur,50350,60326939333,https://www.ghihotels.com.my,Lodging,Consumer Cyclical,274.0
GREATECH TECHNOLOGY BERHAD,0208,Plot 287(A),Lengkok Kampung Jawa Satu Bayan Lepas Free Industrial Zone Phase 3,Bayan Lepas,11900,6046463260,https://greatech-group.com,Specialty Industrial Machinery,Industrials,1259.0
GREEN OCEAN CORPORATION BERHAD,0074,Persoft Tower,"DF2-10-01 (Unit 2), Level 10 6B Persiaran Tropicana Tropicana Golf & Country Resort",Petaling Jaya,47410,60376126538,https://www.greenoceancorp.com,Farm Products,Consumer Defensive,
GREEN PACKET BERHAD,0082,"The Ascent, Paradigm","B-23A-3 No. 1, Jalan SS 7/26A Kelana Jaya",Petaling Jaya,47301,60327146288,https://www.greenpacket.com,Telecom Services,Communication Services,186.0
GREENYIELD BERHAD,0136,"No. 1-19, MKH Boulevard",Jalan Bukit,Kajang,43000,60387368777,https://www.greenyield.com.my,Farm Products,Consumer Defensive,129.0
GROMUTUAL BERHAD,9962,"PH1, Austin 18",Jalan Austin Perdana 3 Taman Austin Perdana,Johor Bahru,81100,6072121333,https://www.gromutual.com,Real Estate - Diversified,Real Estate,55.0
GUAN CHONG BERHAD,5102,"Plo 273, Jalan Timah 2",Kawasan Perindustrian Pasir Gudang,Pasir Gudang,81700,6072548888,https://www.gcbcocoa.com,Confectioners,Consumer Defensive,1594.0
GUH HOLDINGS BERHAD,3247,Part of Plot 1240 & 1241,Phase 3 Bayan Lepas Free Industrial Zone,Bayan Lepas,11900,6046166333,https://www.guh.com.my,Electronic Components,Technology,
GUOCOLAND (MALAYSIA) BERHAD,1503,Guoco Tower,"Level 13 No. 6, Jalan Damanlela Damansara City, Bukit Damansara",Kuala Lumpur,50490,60327261000,https://www.guocoland.com.my,Real Estate - Development,Real Estate,
HAILY GROUP BERHAD,0237,"No. 3339, Jalan Pekeliling Tanjung 27",Kawasan Perindustrian Indahpura Kulai,Johor,81000,6076609888,https://www.haily.my,Engineering & Construction,Industrials,
HANDAL ENERGY BERHAD,7253,"C-L29-08, KL Trillion","338, Jalan Tun Razak",Kuala Lumpur,50400,60327335555,https://www.handalenergy.com,Oil & Gas Equipment & Services,Energy,118.0
HAP SENG CONSOLIDATED BERHAD,3034,Menara Hap Seng,21st Floor Jalan P. Ramlee,Kuala Lumpur,50250,60321725228,https://www.hapseng.com.my,Conglomerates,Industrials,9983.0
HAP SENG PLANTATIONS HOLDINGS BERHAD,5138,Menara Hap Seng,21st Floor Jalan P. Ramlee,Kuala Lumpur,50250,60321725228,https://www.hapsengplantations.com.my,Farm Products,Consumer Defensive,7747.0
HARBOUR-LINK GROUP BERHAD,2062,Wisma Harbour,Parkcity Commerce Square Jalan Tun Ahmad Zaidi,Bintulu,97000,6086318998,https://www.harbour.com.my,Integrated Freight & Logistics,Industrials,
HARN LEN CORPORATION BHD,7501,Johor Tower,6th Floor 15 Jalan Gereja,Johor Bahru,80100,6072221777,https://www.harnlen.com.my,Farm Products,Consumer Defensive,667.0
HARRISONS HOLDINGS (MALAYSIA) BERHAD,5008,Wisma Bumi Raya,"9th Floor, Unit 9A 10, Jalan Raja Laut",Kuala Lumpur,50350,60326983733,https://www.harrisons.com.my,Industrial Distribution,Industrials,1803.0
HARTALEGA HOLDINGS BERHAD,5168,"C-G-9, Jalan Dataran SD1","Dataran SD, PJU 9 Bandar Sri Damansara",Kuala Lumpur,52200,60362771733,https://www.hartalega.com.my,Specialty Chemicals,Basic Materials,7562.0
HARVEST MIRACLE CAPITAL BERHAD,0060,"9-3A, Oval Tower","No. 685, Jalan Damansara TTDI",Kuala Lumpur,60000,60377339340,https://www.hmcap.my,Information Technology Services,Technology,
HB GLOBAL LIMITED,5187,VIDA Bukit Ceylon,"6th Floor 1D, Jalan Ceylon Bukit Ceylon",Kuala Lumpur,50200,60327333388,https://www.hbglob.com,Packaged Foods,Consumer Defensive,
HCK CAPITAL GROUP BERHAD,7105,HCK Tower (J-40-1),"No. 8 Jalan Damansara Level 40 Empire City, PJU 8",Petaling Jaya,47820,60379688668,https://www.hckgroup.my,Real Estate - Development,Real Estate,
HEINEKEN MALAYSIA BERHAD,3255,Sungei Way Brewery,"Lot 1135, Batu 9 Jalan Klang Lama",Petaling Jaya,46000,60378614688,https://www.heinekenmalaysia.com,Beverages - Brewers,Consumer Defensive,549.0
HEITECH PADU BERHAD,5028,HeiTech Village,"Level 15 Persiaran Kewajipan, USJ 1 UEP Subang Jaya",Subang Jaya,47600,60380268888,https://www.heitech.com.my,Information Technology Services,Technology,529.0
HEKTAR REAL ESTATE INVESTMENT TRUST,5121,"D1-U3-10, Solaris Dutamas","No 1, Jalan Dutamas 1 Sri Hartamas",Kuala Lumpur,50480,60362055570,https://www.hektarreit.com,REIT - Retail,Real Estate,
HENG HUAT RESOURCES GROUP BERHAD,0175,"Lot 2945 (Plot A2), Jalan Sungai Baong",Kawasan Perindustrian Perabut Mukim 5 Sungai Baong,Sungai Bakap,14200,6045825888,https://www.hhrg.com.my,Farm Products,Consumer Defensive,
HENGYUAN REFINING COMPANY BERHAD,4324,Batu 1,Jalan Pantai,Port Dickson,71000,6066412000,https://www.hrc.com.my,Oil & Gas Refining & Marketing,Energy,327.0
HEVEABOARD BERHAD,5095,Batu 3 Jalan Tampin,Lot 1942,Gemas,73400,6079484745,https://www.heveaboard.com.my,Lumber & Wood Production,Basic Materials,1958.0
HEXTAR GLOBAL BERHAD,5151,"No. 64, Jalan Bayu Laut 4/KS09",Kota Bayuemas Selangor Darul Ehsan,Klang,41200,60330033333,https://www.hextarglobal.com,Agricultural Inputs,Basic Materials,500.0
HEXTAR HEALTHCARE BERHAD,7803,"Lot 138201, Off 3/4 Mile",Jalan Bercham Kawasan Perindustrian Bercham,Ipoh,31400,6055482723,https://www.rubberex.com.my,Specialty Chemicals,Basic Materials,775.0
HEXTAR INDUSTRIES BERHAD,0161,"No.63 & 64, Jalan Bayu Laut 4/KS09",Kota Bayuemas,Klang,41200,60330033333,https://www.hextarindustries.com,Agricultural Inputs,Basic Materials,319.0
HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,5136,"No. 64, Jalan Bayu Laut 4/KS09",Kota Bayuemas,Klang,41200,60330033333,https://hextartech.com,Integrated Freight & Logistics,Industrials,107.0
HEXZA CORPORATION BERHAD,3298,Persiaran Tasek,Lot 6 & 20 Kawasan Perindustrian Tasek,Ipoh,31400,6052917823,https://www.hexza.com.my,Specialty Chemicals,Basic Materials,
HIAP HUAT HOLDINGS BERHAD,0160,"Lot 102521, Jalan Sungai Pinang 5/3",Kawasan Perindustrian Pulau Indah Fasa 2 Pulau Indah,Klang,42920,60338849368,https://www.hiaphuat.com,Oil & Gas Refining & Marketing,Energy,
HIAP TECK VENTURE BERHAD,5072,"Lot 6096, Jalan Haji Abdul Manan",Batu 5-1/2 Off Jalan Meru,Klang,41050,60333778888,https://www.htgrp.com.my,Steel,Basic Materials,
HIBISCUS PETROLEUM BERHAD,5199,Syed Kechik Foundation Building,2nd Floor Jalan Kapas Bangsar,Kuala Lumpur,59100,60320921300,https://www.hibiscuspetroleum.com,Oil & Gas E&P,Energy,
HIL INDUSTRIES BERHAD,8443,"Lot 3, Jalan Lada Sulah 16/11",Section 16,Shah Alam,40000,60355100501,https://www.hil.com.my,Metal Fabrication,Industrials,
HLT GLOBAL BERHAD,0188,"No.6, Jalan Industri Mas 7",Taman Mas,Puchong,47130,60380683616,https://www.hltglobal.com.my,Specialty Industrial Machinery,Industrials,
HO HUP CONSTRUCTION COMPANY BHD,5169,Hohup Tower,"Level 18 No. 1, Persiaran Jalil 1 Bandar Bukit Jalil",Kuala Lumpur,57000,60350332788,https://www.hohupgroup.com.my,Engineering & Construction,Industrials,211.0
HO WAH GENTING BERHAD,9601,Wisma Ho Wah Genting,"1st Floor, No. 35, Jalan Maharajalela",Kuala Lumpur,50150,60321438811,https://www.hwgenting.com.my,Electrical Equipment & Parts,Industrials,513.0
HOMERITZ CORPORATION BERHAD,5160,Lot 8726,PTD 6023 Batu 8 Kawasan Perindustrian Bukit Bakri,Muar,84200,6069865000,https://www.homeritzcorp.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,
HONG LEONG BANK BERHAD,5819,Menara Hong Leong,"No. 6, Jalan Damanlela Bukit Damansara",Kuala Lumpur,50490,60320809888,https://www.hlb.com.my,Banks - Regional,Financial Services,8073.0
HONG LEONG CAPITAL BERHAD,5274,Menara Hong Leong,Level 28 No. 6 Jalan Damanlela Bukit Damansara,Kuala Lumpur,50490,60320831800,https://www.hlcap.com.my,Capital Markets,Financial Services,535.0
HONG LEONG FINANCIAL GROUP BERHAD,1082,Menara Hong Leong,"Level 30 No. 6, Jalan Damanlela Bukit Damansara",Kuala Lumpur,50490,60320809888,https://www.hlfg.com.my,Banks - Regional,Financial Services,
HONG LEONG INDUSTRIES BERHAD,3301,Menara Hong Leong,"Level 31 No. 6, Jalan Damanlela Bukit Damansara",Kuala Lumpur,50490,60320809200,https://www.hli.com.my,Auto Manufacturers,Consumer Cyclical,2435.0
HONG SENG CONSOLIDATED BERHAD,0041,Plaza Glomac,"C-01-3, Block C No. 6, Jalan SS 7/19 Kelana Jaya",Petaling Jaya,47301,60378871666,https://www.hongseng.com.my,Conglomerates,Industrials,
HPMT HOLDINGS BERHAD,5291,"No. 5, Jalan Sungai Kayu Ara 32/39",Taman Berjaya Seksyen 32,Shah Alam,40460,60357402218,https://www.hpmt-industries.com,Tools & Accessories,Industrials,305.0
HPP HOLDINGS BERHAD,0228,"No. 37, Jalan TTC 29",Taman Teknologi Cheng,Malacca,75250,6063356485,https://www.hppholdings.com,Packaging & Containers,Consumer Cyclical,330.0
HSS ENGINEERS BERHAD,0185,"B1 (1-4), Block B, Plaza Dwitasik","No. 21, Jalan 5/106 Bandar Sri Permaisuri",Kuala Lumpur,56000,60391730355,https://www.hssgroup.com.my,Engineering & Construction,Industrials,860.0
HUA YANG BERHAD,5062,"C-21, Jalan Medan Selayang 1",4th Floor Medan Selayang,Batu Caves,68100,60361884488,https://www.huayang.com.my,Real Estate - Development,Real Estate,79.0
HUBLINE BERHAD,7013,Jalan Krokop Utama,"2nd Floor, Block 7A-F Lot 12, MCLD",Miri,98000,,https://www.hubline.com,Marine Shipping,Industrials,
HUME CEMENT INDUSTRIES BERHAD,5000,Wisma Hume,"Level 5 Block D 15A, Jalan 51A/219",Petaling Jaya,46100,60378669000,https://www.humecementind.com,Building Materials,Basic Materials,
HUP SENG INDUSTRIES BERHAD,5024,"14, Jalan Kilang",Kawasan Perindustrian Tongkang Pecah,Batu Pahat,83010,6074151211,https://www.hsib.com.my,Packaged Foods,Consumer Defensive,969.0
HWA TAI INDUSTRIES BERHAD,8478,"No. L9, Jalan ML 16",ML-16 Industrial Park,Seri Kembangan,43300,60389645600,https://www.hwatai.com,Packaged Foods,Consumer Defensive,
I-BERHAD,4251,Mercu Maybank,Level 31 i-City Selangor Golden Triangle,Shah Alam,40000,60355218800,https://www.i-bhd.com,Real Estate - Development,Real Estate,232.0
IBRACO BERHAD,5084,No.6 The NorthBank,Off Kuching-Samarahan Expressway,Kuching,93350,6082361111,https://www.ibraco.com,Real Estate - Diversified,Real Estate,
ICAPITAL.BIZ BERHAD,5108,,,,,,,,,
ICON OFFSHORE BERHAD,5255,"16-01, Menara Tan & Tan",Level 16 207 Jalan Tun Razak,Kuala Lumpur,50450,60327700500,https://www.iconoffshore.com.my,Oil & Gas Equipment & Services,Energy,65.0
ICONIC WORLDWIDE BERHAD,9113,"No. 1-2, Jalan Icon City",Icon City,Bukit Mertajam,14000,6045040588,https://www.iconicworldwide.com.my,Medical Instruments & Supplies,Healthcare,
ICT ZONE ASIA BERHAD,03038,"Block H, Excella Business Park",Ground Floor Jalan Ampang Putra,Kuala Lumpur,55100,60342895288,https://www.ictzone.asia,Information Technology Services,Technology,50.0
IDB TECHNOLOGIES BERHAD,03030,"C5-3, Radius Business Park",Jalan Teknokrat 2/1 Cyber 4,Cyberjaya,63000,60388008351,https://www.idb.com.my,Software - Application,Technology,
IDEAL CAPITAL BERHAD,9687,"No. 71-5, Ideal @ The One",Jalan Mahsuri,Bayan Lepas,11950,6046416888,https://www.idealcapital.com.my,Real Estate - Development,Real Estate,
IFCA MSC BERHAD,0023,Wisma IFCA,"No 19, Jalan PJU 1/42A Dataran Prima",Petaling Jaya,47301,60378053838,https://www.ifca.asia,Software - Application,Technology,532.0
IGB BERHAD,5606,The Gardens South Tower,Level 32 Mid Valley City Lingkaran Syed Putra,Kuala Lumpur,59200,60322898989,https://www.igbbhd.com,Real Estate Services,Real Estate,
IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,5299,The Gardens South Tower,Level 32 Mid Valley City Lingkaran Syed Putra,Kuala Lumpur,59200,60322898989,https://www.igbcomreit.com,REIT - Office,Real Estate,
IGB REAL ESTATE INVESTMENT TRUST,5227,"Level 32, The Gardens South Tower","Mid Valley City, Lingkaran Syed Putra",Kuala Lumpur,59200,603-2289-8989,https://www.igbreit.com/,REIT - Retail,Real Estate,
IHH HEALTHCARE BERHAD,5225,Pantai Hospital Kuala Lumpur,"Level 11, Block A 8 Jalan Bukit Pantai",Kuala Lumpur,59100,60322989898,https://www.ihhhealthcare.com,Medical Care Facilities,Healthcare,65000.0
IHSAN SUKUK-ETBS 4.60%0824,0401GA,,,,,,,,,
IJM CORPORATION BERHAD,3336,Wisma IJM,Jalan Yong Shook Lin,Petaling Jaya,46050,60379858288,https://www.ijm.com,Conglomerates,Industrials,2598.0
ILB GROUP BERHAD,5614,"No. 6, Jalan Sungai Buloh 27/101A",Seksyen 27,Shah Alam,40400,60356142555,https://www.ilb.com.my,Utilities - Renewable,Utilities,35.0
IMASPRO CORPORATION BERHAD,7222,"37, Jalan 5",Kawasan 16 Taman Intan,Klang,41300,60333431633,https://www.imaspro.com,Agricultural Inputs,Basic Materials,
IMPIANA HOTELS BERHAD,7243,HO HUP TOWER - AURORA PLACE,"2-07-01 - LEVEL 7 PLAZA BUKIT JALIL NO. 1, PERSIARAN JALIL 1, BANDAR BUKIT JALIL",Kuala Lumpur,57000,60397791700,https://impianaberhad.com,Lodging,Consumer Cyclical,
INARI AMERTRON BERHAD,0166,"D-07-03, Plaza Kelana Jaya",Jalan SS 7/13A Kelana Jaya,Petaling Jaya,47301,60378760169,https://www.inari-amertron.com,Semiconductor Equipment & Materials,Technology,
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,2607,Menara KH (Promet),22nd Floor Jalan Sultan Ismail,Kuala Lumpur,50250,60321444446,https://www.ikkr.com.my,Resorts & Casinos,Consumer Cyclical,192.0
INDUSTRONICS BERHAD,9393,MENARA HLX,"LEVEL 23-02 NO. 3, JALAN KIA PENG",Kuala Lumpur,50450,60348114296,https://industronics.com.my,Electronic Components,Technology,
